Variable	Year	Month	Value	Unit	Source	State	County	Country
Percentage reporting disease as the main forage constraint	2017	1	58	%	CLiMIS	Jonglei		South Sudan
Percentage reporting disease as the main forage constraint	2017	2	80	%	CLiMIS	Jonglei		South Sudan
Percentage reporting lack of water as the main forage constraint	2017	1	33	%	CLiMIS	Jonglei		South Sudan
Percentage reporting lack of water as the main forage constraint	2017	2	20	%	CLiMIS	Jonglei		South Sudan
Percentage reporting insecurity as the main forage constraint	2017	1	8	%	CLiMIS	Jonglei		South Sudan
Percentage of livestock pasture in good condition	2017	1	13	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock pasture in good condition	2017	2	25	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock pasture in fair condition	2017	1	38	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock pasture in fair condition	2017	2	13	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock pasture in poor condition	2017	1	50	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock pasture in poor condition	2017	2	63	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock pasture in normal condition compared to a similar time in a normal year	2017	1	50	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock pasture in normal condition compared to a similar time in a normal year	2017	2	100	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock pasture in below normal condition compared to a similar time in a normal year	2017	1	38	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock pasture in above normal condition compared to a similar time in a normal year	2017	1	13	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Duration in months pasture is projected to last	2017	1	2		CLiMIS	Northern Bahr El Ghazal		South Sudan
Duration in months pasture is projected to last	2017	2	4		CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock pasture in good browse condition	2017	1	13	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock pasture in good browse condition	2017	2	25	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock pasture in fair browse condition	2017	1	38	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock pasture in fair browse condition	2017	2	13	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock pasture in poor browse condition	2017	1	50	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock pasture in poor browse condition	2017	2	63	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock pasture in normal browse condition compared to a similar time in a normal year	2017	1	50	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock pasture in normal browse condition compared to a similar time in a normal year	2017	2	88	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock pasture in below normal browse condition compared to a similar time in a normal year	2017	1	38	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Duration in months browse is projected to last	2017	1	2		CLiMIS	Northern Bahr El Ghazal		South Sudan
Duration in months browse is projected to last	2017	2	4		CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage reporting the absence of constraints in accessing forage	2017	1	100	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage reporting the absence of constraints in accessing forage	2017	2	100	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock pasture in fair condition	2017	1	44	%	CLiMIS	Warrap		South Sudan
Percentage of livestock pasture in poor condition	2017	1	56	%	CLiMIS	Warrap		South Sudan
Percentage of livestock pasture in poor condition	2017	3	100	%	CLiMIS	Warrap		South Sudan
Percentage of livestock pasture in poor condition	2017	4	100	%	CLiMIS	Warrap		South Sudan
Percentage of livestock pasture in below normal condition compared to a similar time in a normal year	2017	1	78	%	CLiMIS	Warrap		South Sudan
Percentage of livestock pasture in below normal condition compared to a similar time in a normal year	2017	3	60	%	CLiMIS	Warrap		South Sudan
Percentage of livestock pasture in below normal condition compared to a similar time in a normal year	2017	4	100	%	CLiMIS	Warrap		South Sudan
Percentage of livestock pasture in normal condition compared to a similar time in a normal year	2017	1	22	%	CLiMIS	Warrap		South Sudan
Percentage of livestock pasture in above normal condition compared to a similar time in a normal year	2017	3	40	%	CLiMIS	Warrap		South Sudan
Duration in months pasture is projected to last	2017	1	2		CLiMIS	Warrap		South Sudan
Duration in months pasture is projected to last	2017	3	1		CLiMIS	Warrap		South Sudan
Duration in months pasture is projected to last	2017	4	1		CLiMIS	Warrap		South Sudan
Percentage of livestock pasture in fair browse condition	2017	1	44	%	CLiMIS	Warrap		South Sudan
Percentage of livestock pasture in poor browse condition	2017	1	56	%	CLiMIS	Warrap		South Sudan
Percentage of livestock pasture in poor browse condition	2017	3	100	%	CLiMIS	Warrap		South Sudan
Percentage of livestock pasture in poor browse condition	2017	4	100	%	CLiMIS	Warrap		South Sudan
Percentage of livestock pasture in below normal browse condition compared to a similar time in a normal year	2017	1	78	%	CLiMIS	Warrap		South Sudan
Percentage of livestock pasture in below normal browse condition compared to a similar time in a normal year	2017	3	60	%	CLiMIS	Warrap		South Sudan
Percentage of livestock pasture in below normal browse condition compared to a similar time in a normal year	2017	4	100	%	CLiMIS	Warrap		South Sudan
Percentage of livestock pasture in normal browse condition compared to a similar time in a normal year	2017	1	22	%	CLiMIS	Warrap		South Sudan
Percentage of livestock pasture in above normal browse condition compared to a similar time in a normal year	2017	3	40	%	CLiMIS	Warrap		South Sudan
Duration in months browse is projected to last	2017	1	2		CLiMIS	Warrap		South Sudan
Duration in months browse is projected to last	2017	3	1		CLiMIS	Warrap		South Sudan
Duration in months browse is projected to last	2017	4	1		CLiMIS	Warrap		South Sudan
Percentage reporting the absence of constraints in accessing forage	2017	1	33	%	CLiMIS	Warrap		South Sudan
Percentage reporting the absence of constraints in accessing forage	2017	3	20	%	CLiMIS	Warrap		South Sudan
Percentage reporting the absence of constraints in accessing forage	2017	4	67	%	CLiMIS	Warrap		South Sudan
Percentage reporting the presence of constraints in accessing forage	2017	1	78	%	CLiMIS	Warrap		South Sudan
Percentage reporting the presence of constraints in accessing forage	2017	3	80	%	CLiMIS	Warrap		South Sudan
Percentage reporting the presence of constraints in accessing forage	2017	4	33	%	CLiMIS	Warrap		South Sudan
Percentage reporting insecurity as the main forage constraint	2017	1	33	%	CLiMIS	Warrap		South Sudan
Percentage reporting insecurity as the main forage constraint	2017	3	40	%	CLiMIS	Warrap		South Sudan
Percentage reporting insecurity as the main forage constraint	2017	4	33	%	CLiMIS	Warrap		South Sudan
Percentage reporting lack of water as the main forage constraint	2017	1	22	%	CLiMIS	Warrap		South Sudan
Percentage reporting lack of water as the main forage constraint	2017	3	40	%	CLiMIS	Warrap		South Sudan
Percentage reporting lack of water as the main forage constraint	2017	4	33	%	CLiMIS	Warrap		South Sudan
Percentage reporting disease as the main forage constraint	2017	1	11	%	CLiMIS	Warrap		South Sudan
Percentage reporting disease as the main forage constraint	2017	3	40	%	CLiMIS	Warrap		South Sudan
Percentage reporting disease as the main forage constraint	2017	4	33	%	CLiMIS	Warrap		South Sudan
Percentage reporting others as the main forage constraint	2017	1	33	%	CLiMIS	Warrap		South Sudan
Percentage of livestock whose main water source is rivers	2017	3	33	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock whose main water source is rivers	2017	4	30	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock whose main water source is traditional river wells	2017	3	67	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock whose main water source is traditional river wells	2017	4	90	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock whose main water source is natural ponds	2017	3	33	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock whose main water source is natural ponds	2017	4	10	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock whose main water source is pans & dams	2017	3	33	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock whose main water source is pans & dams	2017	4	20	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock whose main water source is boreholes	2017	3	83	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock whose main water source is boreholes	2017	4	80	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock whose main water source is springs	2017	4	10	%	CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock whose main water source is rock	2017	4	10	%	CLiMIS	Eastern Equatoria		South Sudan
Number of days cattle have been watered in the last 7 days	2017	3	3		CLiMIS	Eastern Equatoria		South Sudan
Number of days cattle have been watered in the last 7 days	2017	4	6		CLiMIS	Eastern Equatoria		South Sudan
Number of days goat have been watered in the last 7 days	2017	3	4		CLiMIS	Eastern Equatoria		South Sudan
Number of days goat have been watered in the last 7 days	2017	4	6		CLiMIS	Eastern Equatoria		South Sudan
Number of days sheep have been watered in the last 7 days	2017	3	4		CLiMIS	Eastern Equatoria		South Sudan
Number of days sheep have been watered in the last 7 days	2017	4	6		CLiMIS	Eastern Equatoria		South Sudan
Percentage of livestock whose main water source is rivers	2017	1	100	%	CLiMIS	Jonglei		South Sudan
Percentage of livestock whose main water source is rivers	2017	2	100	%	CLiMIS	Jonglei		South Sudan
Percentage of livestock whose main water source is traditional river wells	2017	1	100	%	CLiMIS	Jonglei		South Sudan
Percentage of livestock whose main water source is traditional river wells	2017	2	100	%	CLiMIS	Jonglei		South Sudan
Percentage of livestock whose main water source is natural ponds	2017	1	50	%	CLiMIS	Jonglei		South Sudan
Percentage of livestock whose main water source is natural ponds	2017	2	80	%	CLiMIS	Jonglei		South Sudan
Percentage of livestock whose main water source is pans & dams	2017	1	67	%	CLiMIS	Jonglei		South Sudan
Percentage of livestock whose main water source is pans & dams	2017	2	20	%	CLiMIS	Jonglei		South Sudan
Number of days cattle have been watered in the last 7 days	2017	1	7		CLiMIS	Jonglei		South Sudan
Number of days cattle have been watered in the last 7 days	2017	2	7		CLiMIS	Jonglei		South Sudan
Number of days goat have been watered in the last 7 days	2017	1	6		CLiMIS	Jonglei		South Sudan
Number of days goat have been watered in the last 7 days	2017	2	6		CLiMIS	Jonglei		South Sudan
Number of days sheep have been watered in the last 7 days	2017	1	6		CLiMIS	Jonglei		South Sudan
Number of days sheep have been watered in the last 7 days	2017	2	6		CLiMIS	Jonglei		South Sudan
Percentage of livestock whose main water source is rivers	2017	1	100	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock whose main water source is rivers	2017	2	75	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock whose main water source is traditional river wells	2017	1	25	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock whose main water source is traditional river wells	2017	2	38	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock whose main water source is natural ponds	2017	2	25	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock whose main water source is shallow wells	2017	2	25	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock whose main water source is boreholes	2017	1	88	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock whose main water source is boreholes	2017	2	88	%	CLiMIS	Northern Bahr El Ghazal		South Sudan
Number of days cattle have been watered in the last 7 days	2017	1	7		CLiMIS	Northern Bahr El Ghazal		South Sudan
Number of days cattle have been watered in the last 7 days	2017	2	7		CLiMIS	Northern Bahr El Ghazal		South Sudan
Number of days goat have been watered in the last 7 days	2017	1	7		CLiMIS	Northern Bahr El Ghazal		South Sudan
Number of days goat have been watered in the last 7 days	2017	2	7		CLiMIS	Northern Bahr El Ghazal		South Sudan
Number of days sheep have been watered in the last 7 days	2017	1	7		CLiMIS	Northern Bahr El Ghazal		South Sudan
Number of days sheep have been watered in the last 7 days	2017	2	7		CLiMIS	Northern Bahr El Ghazal		South Sudan
Percentage of livestock whose main water source is rivers	2017	1	100	%	CLiMIS	Warrap		South Sudan
Percentage of livestock whose main water source is rivers	2017	3	100	%	CLiMIS	Warrap		South Sudan
Percentage of livestock whose main water source is rivers	2017	4	100	%	CLiMIS	Warrap		South Sudan
Percentage of livestock whose main water source is traditional river wells	2017	1	70	%	CLiMIS	Warrap		South Sudan
Percentage of livestock whose main water source is traditional river wells	2017	3	60	%	CLiMIS	Warrap		South Sudan
Percentage of livestock whose main water source is traditional river wells	2017	4	33	%	CLiMIS	Warrap		South Sudan
Percentage of livestock whose main water source is natural ponds	2017	1	10	%	CLiMIS	Warrap		South Sudan
Percentage of livestock whose main water source is natural ponds	2017	3	40	%	CLiMIS	Warrap		South Sudan
Percentage of livestock whose main water source is natural ponds	2017	4	67	%	CLiMIS	Warrap		South Sudan
Percentage of livestock whose main water source is pans & dams	2017	1	10	%	CLiMIS	Warrap		South Sudan
Percentage of livestock whose main water source is shallow wells	2017	1	70	%	CLiMIS	Warrap		South Sudan
Percentage of livestock whose main water source is boreholes	2017	1	50	%	CLiMIS	Warrap		South Sudan
Percentage of livestock whose main water source is boreholes	2017	3	100	%	CLiMIS	Warrap		South Sudan
Percentage of livestock whose main water source is boreholes	2017	4	100	%	CLiMIS	Warrap		South Sudan
Percentage of livestock whose main water source is lakes	2017	1	40	%	CLiMIS	Warrap		South Sudan
Number of days cattle have been watered in the last 7 days	2017	1	7		CLiMIS	Warrap		South Sudan
Number of days cattle have been watered in the last 7 days	2017	3	7		CLiMIS	Warrap		South Sudan
Number of days cattle have been watered in the last 7 days	2017	4	7		CLiMIS	Warrap		South Sudan
Number of days goat have been watered in the last 7 days	2017	1	7		CLiMIS	Warrap		South Sudan
Number of days goat have been watered in the last 7 days	2017	3	7		CLiMIS	Warrap		South Sudan
Number of days goat have been watered in the last 7 days	2017	4	7		CLiMIS	Warrap		South Sudan
Number of days sheep have been watered in the last 7 days	2017	1	7		CLiMIS	Warrap		South Sudan
Number of days sheep have been watered in the last 7 days	2017	3	7		CLiMIS	Warrap		South Sudan
Number of days sheep have been watered in the last 7 days	2017	4	7		CLiMIS	Warrap		South Sudan
Total amount of cereal grains imported	2014	1	2358.0	metric tonne				South Sudan
Total amount of cereal grains imported	2014	2	5182.0	metric tonne				South Sudan
Total amount of cereal grains imported	2014	3	7510.0	metric tonne				South Sudan
Total amount of cereal grains imported	2014	4	7340.0	metric tonne				South Sudan
Total amount of cereal grains imported	2014	5	9841.0	metric tonne				South Sudan
Total amount of cereal grains imported	2014	6	8512.0	metric tonne				South Sudan
Total amount of cereal grains imported	2014	7	14267.0	metric tonne				South Sudan
Total amount of cereal grains imported	2014	8	10652.0	metric tonne				South Sudan
Total amount of cereal grains imported	2014	9	11185.0	metric tonne				South Sudan
Total amount of cereal grains imported	2014	10	28649.0	metric tonne				South Sudan
Total amount of cereal grains imported	2014	11	30528.0	metric tonne				South Sudan
Total amount of cereal grains imported	2014	12	33055.0	metric tonne				South Sudan
Total amount of cereal grains imported	2015	1	7478.0	metric tonne				South Sudan
Total amount of cereal grains imported	2015	2	27478.0	metric tonne				South Sudan
Total amount of cereal grains imported	2015	3	33361.0	metric tonne				South Sudan
Total amount of cereal grains imported	2015	4	22801.0	metric tonne				South Sudan
Total amount of cereal grains imported	2015	5	13393.0	metric tonne				South Sudan
Total amount of cereal grains imported	2015	6	13908.0	metric tonne				South Sudan
Total amount of cereal grains imported	2015	7	6903.0	metric tonne				South Sudan
Total amount of cereal grains imported	2015	8	9615.0	metric tonne				South Sudan
Total amount of cereal grains imported	2015	9	10527.0	metric tonne				South Sudan
Total amount of cereal grains imported	2015	10	9746.0	metric tonne				South Sudan
Total amount of cereal grains imported	2015	11	11339.0	metric tonne				South Sudan
Total amount of cereal grains imported	2015	12	10693.0	metric tonne				South Sudan
Total amount of cereal grains imported	2016	1	26851.0	metric tonne				South Sudan
Total amount of cereal grains imported	2016	2	21323.0	metric tonne				South Sudan
Total amount of cereal grains imported	2016	3	16690.0	metric tonne				South Sudan
Total amount of cereal grains imported	2016	4	31942.0	metric tonne				South Sudan
Total amount of cereal grains imported	2016	5	44230.0	metric tonne				South Sudan
Total amount of cereal grains imported	2016	6	18899.0	metric tonne				South Sudan
Total amount of cereal grains imported	2016	7	7993.0	metric tonne				South Sudan
Total amount of cereal grains imported	2016	8	11800.0	metric tonne				South Sudan
Total amount of cereal grains imported	2016	9	29405.0	metric tonne				South Sudan
Total amount of cereal grains imported	2016	10	12253.0	metric tonne				South Sudan
Total amount of cereal grains imported	2016	11	10489.0	metric tonne				South Sudan
Total amount of cereal grains imported	2016	12	8310.0	metric tonne				South Sudan
Total amount of cereal grains imported	2017	1	9124.0	metric tonne				South Sudan
Total amount of cereal grains imported	2017	2	10799.0	metric tonne				South Sudan
Total amount of cereal grains imported	2017	3	18429.0	metric tonne				South Sudan
Total amount of cereal grains imported	2017	4	20252.0	metric tonne				South Sudan
Rainfall	2014	1	0.2	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2014	2	1.2	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2014	3	47.8	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2014	4	20.0	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2014	5	1.6	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2014	6	0.0	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2014	7	0.0	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2014	8	0.2	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2014	9	1.4	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2014	10	31.4	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2014	11	5.2	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2014	12	0.0	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2015	1	14.51	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2015	2	22.26	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2015	3	53.74	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2015	4	136.93	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2015	5	138.73	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2015	6	175.05	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2015	7	144.23	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2015	8	95.75	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2015	9	117.63	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2015	10	253.55	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2015	11	115.89	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2015	12	23.5	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2016	1	13.3	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2016	2	0.68	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2016	3	35.55	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2016	4	158.12	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2016	5	133.82	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2016	6	161.07	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2016	7	137.03	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2016	8	160.22	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2016	9	102.36	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2016	10	87.23	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2016	11	99.2	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2016	12	17.07	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2017	1	0.1	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2017	2	16.52	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2017	3	11.7	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2017	4	59.5	millimeters	CliMIS	Central Equatorial		South Sudan
Rainfall	2014	1	0.0	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2014	2	2.0	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2014	3	31.8	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2014	4	40.8	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2014	5	92.2	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2014	6	34.8	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2014	7	31.8	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2014	8	16.0	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2014	9	20.6	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2014	10	17.6	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2014	11	4.2	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2014	12	0.4	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2015	1	0.28	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2015	2	2.62	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2015	3	50.02	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2015	4	164.39	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2015	5	118.89	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2015	6	91.63	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2015	7	72.8	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2015	8	88.34	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2015	9	165.73	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2015	10	250.23	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2015	11	507.8	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2015	12	0.0	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2016	1	1.07	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2016	2	6.53	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2016	3	30.04	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2016	4	119.52	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2016	5	139.8	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2016	6	107.7	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2016	7	191.57	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2016	8	145.1	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2016	9	115.31	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2016	10	114.9	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2016	11	87.33	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2016	12	14.25	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2017	1	0.0	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2017	2	48.44	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2017	3	32.55	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2017	4	49.23	millimeters	CliMIS	Eastern Equatorial		South Sudan
Rainfall	2014	1	0.0	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2014	2	0.0	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2014	3	13.25	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2014	4	171.13	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2014	5	206.33	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2014	6	246.3	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2014	7	262.87	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2014	8	152.33	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2014	9	149.01	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2014	10	0.0	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2014	11	0.0	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2014	12	0.0	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2015	1	0.0	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2015	2	0.2	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2015	3	15.88	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2015	4	50.51	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2015	5	181.62	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2015	6	142.05	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2015	7	145.67	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2015	8	100.39	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2015	9	107.88	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2015	10	110.84	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2015	11	12.88	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2015	12	0.0	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2016	1	0.0	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2016	2	0.0	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2016	3	27.09	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2016	4	80.04	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2016	5	130.29	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2016	6	168.41	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2016	7	348.9	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2016	8	246.05	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2016	9	120.03	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2016	10	115.23	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2016	11	25.8	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2016	12	0.0	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2017	1	0.0	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2017	2	0.0	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2017	3	1.05	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2017	4	47.88	millimeters	CliMIS	Lakes		South Sudan
Rainfall	2014	1	0.0	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2014	2	0.0	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2014	3	5.2	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2014	4	83.5	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2014	5	135.1	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2014	6	238.9	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2014	7	128.7	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2014	8	219.4	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2014	9	100.0	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2014	10	0.0	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2014	11	0.0	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2014	12	0.0	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2015	1	0.0	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2015	2	0.0	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2015	3	1.26	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2015	4	0.0	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2015	5	129.8	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
Rainfall	2015	6	158.42	millimeters	CliMIS	Northern Bahr El Ghazal		South Sudan
