Indicator Name|Unit|1961|1962|1963|1964|1965|1966|1967|1968|1969|1970|1971|1972|1973|1974|1975|1976|1977|1978|1979|1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2010-2012|2011|2011-2013|2012|2012-2014|2013|2014|2014-2016|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026|2027|2028|2029|2030|2031|2032|2033|2034|2035|2036|2037|2038|2039|2040|2041|2042|2043|2044|2045|2046|2047|2048|2049|2050|2051|2052|2053|2054|2055|2056|2057|2058|2059|2060|2061|2062|2063|2064|2065|2066|2067|2068|2069|2070|2071|2072|2073|2074|2075|2076|2077|2078|2079|2080|2081|2082|2083|2084|2085|2086|2087|2088|2089|2090|2091|2092|2093|2094|2095|2096|2097|2098|2099|2100
Other greenhouse gas emissions, HFC, PFC and SF6 |thousand metric tons of CO2 equivalent||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Other manufacturing |% of value added in manufacturing||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Other taxes |% of revenue||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Other taxes |current LCU||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Other taxes payable by businesses |% of commercial profits||||||||||||||||||||||||||||||||||||||||||||||||||||||2.5||3.0|3.0||3.0|3.0|3.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Out-of-pocket expenditure |% of current health expenditure||||||||||||||||||||||||||||||||||||||||||||||||||||||65.83334365||61.82540114|55.47738733||61.34689328|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Out-of-pocket expenditure per capita |current US$||||||||||||||||||||||||||||||||||||||||||||||||||||||16.27118644||16.27118644|16.27118644||17.20578118|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Out-of-pocket expenditure per capita, PPP |current international $||||||||||||||||||||||||||||||||||||||||||||||||||||||31.35205748||28.18721005|29.60587183||43.65778358|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Over-age students, primary |% of enrollment|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||48.6391716003418|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Over-age students, primary, female |% of female enrollment|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||46.3813896179199|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Over-age students, primary, male |% of male enrollment|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||50.2002983093262|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Part time employment, female |% of total female employment||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Part time employment, male |% of total male employment||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Part time employment, total |% of total employment||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Patent applications, nonresidents|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Patent applications, residents|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
People practicing open defecation |% of population||||||||||||||||||||||||||||||||||||||||||||||||||||||67.78868571428549||65.5094928571428|63.2137187142853||60.8998725714286|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
People practicing open defecation, rural |% of rural population||||||||||||||||||||||||||||||||||||||||||||||||||||||74.88928571428549||73.2464285714286|71.6035714285713||69.9607142857144|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
People practicing open defecation, urban |% of urban population||||||||||||||||||||||||||||||||||||||||||||||||||||||35.875||31.174999999999297|26.4749999999985||21.7749999999996|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
People using at least basic drinking water services |% of population||||||||||||||||||||||||||||||||||||||||||||||||||||||44.6605137554564||46.5750501704685|48.4918802962195||50.411211092635895|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
People using at least basic drinking water services, rural |% of rural population||||||||||||||||||||||||||||||||||||||||||||||||||||||42.7667927266213||44.6089900155401|46.4511873044589||48.2933845933783|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
People using at least basic drinking water services, urban |% of urban population||||||||||||||||||||||||||||||||||||||||||||||||||||||53.1718533246167||55.29990983570561|57.427966346794605||59.556022857883605|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
People using at least basic sanitation services |% of population||||||||||||||||||||||||||||||||||||||||||||||||||||||7.83027856744569||8.661834928138129|9.501535818475233||10.3501130568794|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
People using at least basic sanitation services, rural |% of rural population||||||||||||||||||||||||||||||||||||||||||||||||||||||4.83353169968896||5.344078084857482|5.85462447002599||6.365170855194499|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
People using at least basic sanitation services, urban  |% of urban population||||||||||||||||||||||||||||||||||||||||||||||||||||||21.2991738302205||23.3851702179769|25.471166605732694||27.5571629934892|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
People using safely managed drinking water services |% of population||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
People using safely managed drinking water services, rural |% of rural population||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
People using safely managed drinking water services, urban |% of urban population||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
People using safely managed sanitation services |% of population||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
People using safely managed sanitation services, rural |% of rural population||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
People using safely managed sanitation services, urban  |% of urban population||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
People with basic handwashing facilities including soap and water |% of populartion||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
People with basic handwashing facilities including soap and water, rural |% of rural population||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
People with basic handwashing facilities including soap and water, urban |% of urban population||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Periodicity and timeliness assessment of statistical capacity |scale 0 - 100||||||||||||||||||||||||||||||||||||||||||||||||||||||||28.3333333333333|38.3333333333333||53.3334|53.3334|70.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Permanent cropland |% of land area||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Persistence to grade 5, female |% of cohort||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Persistence to grade 5, male |% of cohort||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Persistence to grade 5, total |% of cohort||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Persistence to last grade of primary, female |% of cohort||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Persistence to last grade of primary, male |% of cohort||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Persistence to last grade of primary, total |% of cohort||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Personal remittances, paid |current US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||2401528.7938983||344310000.0|407110000.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Personal remittances, received |% of GDP|||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0149495380012079||8.23263225689669|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Personal remittances, received |current US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||1985610.2||742190000.0|699110000.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Personal transfers, receipts |BoP, current US$|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||729940000.0|674180000.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PFC gas emissions |thousand metric tons of CO2 equivalent||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Physicians |per 1,000 people||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Plant species |higher|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||16.0|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PM2.5 air pollution, mean annual exposure |micrograms per cubic meter||||||||||||||||||||||||||||||||||||||||||||||||||||||38.37230391705779||35.379406789219|33.9816764766723||48.0552560825106|48.703123805914004||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PM2.5 air pollution, population exposed to levels exceeding WHO guideline value |% of total||||||||||||||||||||||||||||||||||||||||||||||||||||||100.0||100.0|100.0||100.0|100.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value |% of total||||||||||||||||||||||||||||||||||||||||||||||||||||||82.919216||71.18411529999999|62.6309802||99.8155278|99.8150543||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value |% of total||||||||||||||||||||||||||||||||||||||||||||||||||||||99.9418032||99.944744|99.8899102||100.0|100.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value |% of total||||||||||||||||||||||||||||||||||||||||||||||||||||||100.0||100.0|100.0||100.0|100.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PNG, bonds |AMT, current US$||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PNG, bonds |DIS, current US$||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PNG, bonds |DOD, current US$||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PNG, bonds |INT, current US$||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PNG, bonds |NFL, current US$||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PNG, bonds |NTR, current US$||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PNG, bonds |TDS, current US$||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PNG, commercial banks and other creditors |AMT, current US$||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PNG, commercial banks and other creditors |DIS, current US$||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PNG, commercial banks and other creditors |DOD, current US$||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PNG, commercial banks and other creditors |INT, current US$||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PNG, commercial banks and other creditors |NFL, current US$||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PNG, commercial banks and other creditors |NTR, current US$||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PNG, commercial banks and other creditors |TDS, current US$||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 0-14 |% of total||||||||||||||||||||||||||||||||||||||||||||||||||||||42.9565000206133||42.68425201006671|42.389361659135204||42.084327262371|41.88010037013329||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 0-14, female|||||||||||||||||||||||||||||||||||||||||||||||||||||||2295656.0||2356077.0|2413108.0||2468160.0|2527764.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 0-14, female |% of total||||||||||||||||||||||||||||||||||||||||||||||||||||||42.460723494138605||42.19316431898649|41.904282953951295||41.607111730869796|41.4098147474969||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 0-14, male|||||||||||||||||||||||||||||||||||||||||||||||||||||||2351487.0||2414949.0|2474796.0||2532361.0|2594478.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 0-14, male |% of total||||||||||||||||||||||||||||||||||||||||||||||||||||||43.4517571958189||43.1744751906691|42.8732640317513||42.5601619073661|42.3486815484357||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 0-14, total|||||||||||||||||||||||||||||||||||||||||||||||||||||||4647145.0||4771028.0|4887905.0||5000517.0|5122242.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 0-4, female |% of female population||||||||||||||||||||||||||||||||||||||||||||||||||||||16.1124859891909||15.962452160386901|15.793560921464||15.6329219977283|15.5344388012115||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 0-4, male |% of male population||||||||||||||||||||||||||||||||||||||||||||||||||||||16.553575675307602||16.3990982325788|16.2231013165337||16.0515617549981|15.9436915272701||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 10-14, female |% of female population||||||||||||||||||||||||||||||||||||||||||||||||||||||12.4060304742035||12.329497926494902|12.2571574886271||12.195683184486699|12.1452172031251||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 10-14, male |% of male population||||||||||||||||||||||||||||||||||||||||||||||||||||||12.638313260537||12.559828800062899|12.485909130675399||12.4234021487818|12.370637106182102||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 15-19, female |% of female population||||||||||||||||||||||||||||||||||||||||||||||||||||||10.850007583408198||10.886058313155198|10.9053229602445||10.901478036796|10.8660783455759||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 15-19, male |% of male population||||||||||||||||||||||||||||||||||||||||||||||||||||||11.0034907577426||11.0382303618869|11.058675358670799||11.057737313634501|11.018928201196498||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 15-64 |% of total||||||||||||||||||||||||||||||||||||||||||||||||||||||53.6223576845736||53.86783615999661|54.145917113138196||54.445791564748895|54.657931292735604||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 15-64, female|||||||||||||||||||||||||||||||||||||||||||||||||||||||2912187.0||3021227.0|3131265.0||3242716.0|3349267.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 15-64, female |% of total||||||||||||||||||||||||||||||||||||||||||||||||||||||53.86415341419829||54.104809382053006|54.3752937987389||54.6642328851134|54.867671985954715||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 15-64, male|||||||||||||||||||||||||||||||||||||||||||||||||||||||2888824.0||2999846.0|3112281.0||3226606.0|3335798.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 15-64, male |% of total||||||||||||||||||||||||||||||||||||||||||||||||||||||53.3809127931439||53.6312765265149|53.9170234678914||54.2279929862998|54.4489670800479||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 15-64, total|||||||||||||||||||||||||||||||||||||||||||||||||||||||5801005.0||6021072.0|6243550.0||6469323.0|6685064.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 20-24, female |% of female population||||||||||||||||||||||||||||||||||||||||||||||||||||||9.190720867689867||9.242404624766053|9.295301529759133||9.35132461617874|9.39043746968307||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 20-24, male |% of male population||||||||||||||||||||||||||||||||||||||||||||||||||||||9.249907469327212||9.30420526829548|9.35924765541967||9.41757146009567|9.459775103660892||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 25-29, female |% of female population||||||||||||||||||||||||||||||||||||||||||||||||||||||7.497789713939039||7.60607540477537|7.7134813051532||7.8091616771110495|7.87741288342262||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 25-29, male |% of male population||||||||||||||||||||||||||||||||||||||||||||||||||||||7.49286871694558||7.600322519513861|7.70636941075176||7.801170036851668|7.8748485872853||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 30-34, female |% of female population||||||||||||||||||||||||||||||||||||||||||||||||||||||6.202062687041991||6.19823736399366|6.218747932446999||6.269291365660959|6.33105093931896||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 30-34, male |% of male population||||||||||||||||||||||||||||||||||||||||||||||||||||||6.183691355741121||6.17834041898932|6.1974185579369285||6.2464653771242|6.30766476013011||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 35-39, female |% of female population||||||||||||||||||||||||||||||||||||||||||||||||||||||5.22666992198338||5.23808730730514|5.24933148034277||5.25841116185985|5.25924259816459||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 35-39, male |% of male population||||||||||||||||||||||||||||||||||||||||||||||||||||||5.19845912176889||5.21253392354643|5.22596063478424||5.23667876792689|5.23677022988943||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 40-44, female |% of female population||||||||||||||||||||||||||||||||||||||||||||||||||||||4.37057711586338||4.37043328797177|4.37252403744717||4.37885131939034|4.38778604394994||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 40-44, male |% of male population||||||||||||||||||||||||||||||||||||||||||||||||||||||4.30837225657873||4.31425271656542|4.32272443396153||4.3354455217242|4.3470567947236205||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 45-49, female |% of female population||||||||||||||||||||||||||||||||||||||||||||||||||||||3.5936291972315||3.61724871118905|3.6379381931674906||3.6540944137768|3.66306301022744||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 45-49, male |% of male population||||||||||||||||||||||||||||||||||||||||||||||||||||||3.48510334701414||3.51413972746744|3.54111969897901||3.56442925283724|3.57837559559204||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 50-54, female |% of female population||||||||||||||||||||||||||||||||||||||||||||||||||||||2.87834733489441||2.90312199645309|2.92886193721099||2.95636017045012|2.9790819956479595||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 50-54, male |% of male population||||||||||||||||||||||||||||||||||||||||||||||||||||||2.7321817707090803||2.7596156940426897|2.7887058228400696||2.82077401119214|2.8476934585626603||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 55-59, female |% of female population||||||||||||||||||||||||||||||||||||||||||||||||||||||2.20181483906528||2.24452872060162|2.2891252225577||2.3279610549998|2.35448570941324||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 55-59, male |% of male population||||||||||||||||||||||||||||||||||||||||||||||||||||||2.02928126903854||2.07503048202723|2.1228250861217||2.16447910099866|2.19345015650945||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 5-9, female |% of female population||||||||||||||||||||||||||||||||||||||||||||||||||||||13.9422070307442||13.9012142321047|13.853564543860301||13.778506548654802|13.7301587431603||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 5-9, male |% of male population||||||||||||||||||||||||||||||||||||||||||||||||||||||14.2598682599743||14.215548158027401|14.164253584542198||14.0851980035862|14.034352914983499||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 60-64, female |% of female population||||||||||||||||||||||||||||||||||||||||||||||||||||||1.8525341530812705||1.79861365184205|1.76465920040899||1.7572990688897498|1.75903299055103||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 60-64, male |% of male population||||||||||||||||||||||||||||||||||||||||||||||||||||||1.69755672827802||1.6346054141801298|1.5939768084256798||1.5832421439146298|1.58440419249789||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 65 and above |% of total||||||||||||||||||||||||||||||||||||||||||||||||||||||3.42114229481308||3.4479118299367704|3.464721227726609||3.46988117288003|3.46196833713114||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 65 and above, female|||||||||||||||||||||||||||||||||||||||||||||||||||||||198697.0||206722.0|214245.0||221186.0|227232.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 65 and above, female |% of total||||||||||||||||||||||||||||||||||||||||||||||||||||||3.675123091663061||3.70202629896044|3.72042324730982||3.72865538401681|3.72251326654831||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 65 and above, male|||||||||||||||||||||||||||||||||||||||||||||||||||||||171407.0||178669.0|185276.0||191107.0|196191.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 65 and above, male |% of total||||||||||||||||||||||||||||||||||||||||||||||||||||||3.1673300110371603||3.194248282816|3.2097125003573104||3.21184510633406|3.2023513715164102||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 65 and above, total|||||||||||||||||||||||||||||||||||||||||||||||||||||||370108.0||385390.0|399516.0||412296.0|423424.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 65-69, female |% of female population||||||||||||||||||||||||||||||||||||||||||||||||||||||1.5290000628868||1.53067062940106|1.52550463921992||1.51090903022189|1.4739535305081102||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 65-69, male |% of male population||||||||||||||||||||||||||||||||||||||||||||||||||||||1.38752584899549||1.39006983155328|1.38343882176339||1.36497576750791|1.32431954664899||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 70-74, female |% of female population||||||||||||||||||||||||||||||||||||||||||||||||||||||1.06121475102376||1.06953356030231|1.08001588575316||1.09225162666987|1.09323598934056||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 70-74, male |% of male population||||||||||||||||||||||||||||||||||||||||||||||||||||||0.924623026435777||0.9331969836201568|0.943462416985788||0.955199006935886|0.9579256690683228||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 75-79, female |% of female population||||||||||||||||||||||||||||||||||||||||||||||||||||||0.639040865322369||0.64464276024651|0.652343903981146||0.662855959938355|0.669925263705053||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 75-79, male |% of male population||||||||||||||||||||||||||||||||||||||||||||||||||||||0.521812015738437||0.5299582011849551|0.538878845809033||0.549153295533211|0.5577766108917261||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 80 and above, female |% of female population||||||||||||||||||||||||||||||||||||||||||||||||||||||0.4458674124301311||0.457179349010561|0.462558818355581||0.4626387671867001|0.485398482994589||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population ages 80 and above, male |% of male population||||||||||||||||||||||||||||||||||||||||||||||||||||||0.333369119867458||0.34102326645761305|0.343932415799098||0.34251703635705705|0.362329544907367||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population density |people per sq. km of land area||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population growth |annual %||||||||||||||||||||||||||||||||||||||||||||||||||||||3.474266786699||3.2666672165988|3.1134611354983903||2.99995499264346|2.89155414538035||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Population in largest city|||||||||||||||||||||||||||||||||||||||||||||||||||||||279467.0||292705.0|306569.0||321115.0|336232.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
